CustomerID,Total,Orders,Lifespan,AOV,PurchaseFreq,CLV,Cohort
12458,947.4,2,8,473.7,0.25,947.4,2011-02
12461,826.88,2,3,413.44,0.6666666666666666,826.88,2011-07
12462,1189.59,2,10,594.795,0.2,1189.5900000000001,2011-02
12463,1344.78,4,7,336.195,0.5714285714285714,1344.7799999999997,2011-04
12464,1212.05,8,10,151.50625,0.8,1212.05,2011-02
12465,742.1899999999999,2,6,371.09499999999997,0.3333333333333333,742.1899999999999,2011-06
12468,729.5400000000001,2,6,364.77000000000004,0.3333333333333333,729.54,2011-01
12471,19788.649999999998,30,13,659.6216666666666,2.3076923076923075,19788.649999999994,2010-12
12472,6572.11,7,12,938.8728571428571,0.5833333333333334,6572.110000000001,2010-12
12473,3928.05,5,6,785.61,0.8333333333333334,3928.05,2011-06
12474,7324.09,18,11,406.8938888888889,1.6363636363636365,7324.09,2011-01
12475,723.38,1,1,723.38,1.0,723.38,2011-10
12476,6816.42,11,12,619.6745454545454,0.9166666666666666,6816.42,2010-12
12477,13219.74,6,10,2203.29,0.6,13219.74,2011-02
12478,680.99,1,1,680.99,1.0,680.99,2011-12
12479,527.2,1,1,527.2,1.0,527.2,2011-11
12480,3281.63,4,11,820.4075,0.36363636363636365,3281.6300000000006,2011-01
12481,5579.82,10,12,557.982,0.8333333333333334,5579.82,2010-12
12483,2484.98,8,11,310.6225,0.7272727272727273,2484.98,2011-01
12484,4527.32,6,11,754.5533333333333,0.5454545454545454,4527.32,2011-01
12488,1298.66,3,3,432.8866666666667,1.0,1298.66,2011-09
12489,334.93,1,1,334.93,1.0,334.93,2011-01
12490,5417.93,10,12,541.793,0.8333333333333334,5417.93,2011-01
12491,460.40000000000003,1,1,460.40000000000003,1.0,460.40000000000003,2011-11
12492,263.21000000000004,2,3,131.60500000000002,0.6666666666666666,263.21000000000004,2011-08
12493,433.74,2,2,216.87,1.0,433.74,2011-05
12494,1246.1000000000001,7,12,178.01428571428573,0.5833333333333334,1246.1000000000001,2010-12
12497,1043.1,1,1,1043.1,1.0,1043.1,2011-09
12498,403.70000000000005,3,2,134.5666666666667,1.5,403.70000000000005,2011-10
12500,4257.82,11,11,387.07454545454544,1.0,4257.82,2011-01
12501,2169.39,1,1,2169.39,1.0,2169.39,2011-01
12502,3723.87,5,8,744.774,0.625,3723.87,2011-02
12504,482.04999999999995,2,1,241.02499999999998,2.0,482.04999999999995,2011-11
12506,73.5,1,1,73.5,1.0,73.5,2011-04
12507,1304.81,3,6,434.93666666666667,0.5,1304.81,2011-02
12508,397.88,2,1,198.94,2.0,397.88,2011-11
12509,176.5,1,1,176.5,1.0,176.5,2011-02
12510,982.5699999999999,2,7,491.28499999999997,0.2857142857142857,982.5699999999999,2011-01
12512,132.18,2,1,66.09,2.0,132.18,2011-10
12513,612.29,1,1,612.29,1.0,612.29,2011-08
12514,1017.68,1,1,1017.68,1.0,1017.68,2011-03
12515,383.7,1,1,383.7,1.0,383.7,2010-12
12516,1312.06,2,4,656.03,0.5,1312.06,2011-06
12517,2481.6,5,6,496.32,0.8333333333333334,2481.6000000000004,2011-06
12518,2056.89,5,5,411.378,1.0,2056.89,2011-08
12519,330.84,1,1,330.84,1.0,330.84,2011-10
12520,2634.2599999999998,5,7,526.852,0.7142857142857143,2634.2599999999998,2011-03
12521,599.68,1,1,599.68,1.0,599.68,2011-07
12522,192.72,2,1,96.36,2.0,192.72,2011-10
12523,1789.77,11,11,162.70636363636365,1.0,1789.7700000000002,2011-01
12524,4485.72,8,11,560.715,0.7272727272727273,4485.72,2011-01
12526,1316.66,3,4,438.8866666666667,0.75,1316.66,2011-09
12527,348.71000000000004,3,9,116.23666666666668,0.3333333333333333,348.71,2011-01
12528,1933.48,6,11,322.24666666666667,0.5454545454545454,1933.4799999999998,2011-01
12530,1662.28,4,10,415.57,0.4,1662.2800000000002,2011-01
12531,125.22,1,1,125.22,1.0,125.22,2011-11
12532,349.83000000000004,1,1,349.83000000000004,1.0,349.83000000000004,2011-11
12534,1089.18,1,1,1089.18,1.0,1089.18,2011-08
12535,716.35,2,4,358.175,0.5,716.35,2011-06
12536,12601.830000000002,3,1,4200.610000000001,3.0,12601.830000000002,2011-10
12538,363.95,1,1,363.95,1.0,363.95,2011-11
12539,5568.35,4,11,1392.0875,0.36363636363636365,5568.35,2011-01
12540,13400.24,17,12,788.2494117647059,1.4166666666666667,13400.240000000002,2010-12
12541,981.18,3,9,327.06,0.3333333333333333,981.18,2011-03
12544,372.7,1,1,372.7,1.0,372.7,2011-11
12545,1000.39,2,7,500.195,0.2857142857142857,1000.3899999999999,2011-03
12546,1161.5,2,2,580.75,1.0,1161.5,2011-09
12547,207.79999999999998,2,3,103.89999999999999,0.6666666666666666,207.79999999999995,2011-03
12548,95.19999999999999,1,1,95.19999999999999,1.0,95.19999999999999,2011-06
12550,964.83,1,1,964.83,1.0,964.83,2011-09
12551,168.0,1,1,168.0,1.0,168.0,2010-12
12552,437.82,2,2,218.91,1.0,437.82,2011-10
12553,3692.28,10,12,369.228,0.8333333333333334,3692.2799999999997,2011-01
12556,599.56,2,4,299.78,0.5,599.56,2011-07
12557,11990.960000000001,5,12,2398.192,0.4166666666666667,11990.96,2010-12
12558,269.96,1,1,269.96,1.0,269.96,2011-12
12559,561.71,2,2,280.855,1.0,561.71,2011-01
12560,2134.01,3,6,711.3366666666667,0.5,2134.01,2011-07
12561,238.85,1,1,238.85,1.0,238.85,2011-02
12562,3781.7400000000002,7,8,540.2485714285715,0.875,3781.7400000000007,2011-05
12564,456.90000000000003,1,1,456.90000000000003,1.0,456.90000000000003,2011-03
12565,145.92,1,1,145.92,1.0,145.92,2011-02
12566,351.65,1,1,351.65,1.0,351.65,2011-09
12567,9401.28,10,12,940.128,0.8333333333333334,9401.28,2010-12
12569,4124.69,32,9,128.8965625,3.5555555555555554,4124.69,2011-04
12571,519.61,2,3,259.805,0.6666666666666666,519.6099999999999,2011-08
12572,1020.42,2,3,510.21,0.6666666666666666,1020.42,2011-10
12573,160.54000000000002,1,1,160.54000000000002,1.0,160.54000000000002,2011-04
12574,218.45000000000002,1,1,218.45000000000002,1.0,218.45000000000002,2011-01
12576,1315.83,5,10,263.166,0.5,1315.83,2011-02
12577,626.6,3,12,208.86666666666667,0.25,626.6,2010-12
12578,2794.51,2,11,1397.255,0.18181818181818182,2794.51,2011-01
12579,440.42,1,1,440.42,1.0,440.42,2011-09
12580,415.7,1,1,415.7,1.0,415.7,2011-04
12581,197.71,1,1,197.71,1.0,197.71,2011-10
12582,511.36,2,3,255.68,0.6666666666666666,511.35999999999996,2011-02
12583,7281.38,15,13,485.42533333333336,1.1538461538461537,7281.379999999999,2010-12
12584,2338.15,9,10,259.7944444444445,0.9,2338.15,2011-03
12585,2040.1,2,5,1020.05,0.4,2040.1,2010-12
12586,196.94,1,1,196.94,1.0,196.94,2011-11
12587,144.0,1,1,144.0,1.0,144.0,2011-12
12588,214.89999999999998,1,1,214.89999999999998,1.0,214.89999999999998,2011-10
12589,646.68,2,5,323.34,0.4,646.68,2011-07
12590,9864.26,2,1,4932.13,2.0,9864.26,2011-05
12591,452.85,1,1,452.85,1.0,452.85,2011-01
12592,437.6,2,5,218.8,0.4,437.6,2011-05
12593,418.09999999999997,3,4,139.36666666666665,0.75,418.0999999999999,2011-05
12594,3338.2200000000003,10,11,333.822,0.9090909090909091,3338.22,2011-01
12596,618.27,2,7,309.135,0.2857142857142857,618.27,2011-04
12597,3811.22,4,9,952.805,0.4444444444444444,3811.2199999999993,2011-03
12598,3023.08,8,10,377.885,0.8,3023.08,2011-02
12599,1032.58,7,10,147.51142857142855,0.7,1032.58,2011-02
12600,2599.04,10,12,259.904,0.8333333333333334,2599.04,2010-12
12601,577.0600000000001,5,6,115.412,0.8333333333333334,577.0600000000001,2011-01
12602,153.12,1,1,153.12,1.0,153.12,2011-10
12603,739.1999999999999,1,1,739.1999999999999,1.0,739.1999999999999,2011-11
12604,254.18,2,7,127.09,0.2857142857142857,254.18,2011-03
12607,1579.51,1,1,1579.51,1.0,1579.51,2011-10
12609,1126.85,3,9,375.6166666666666,0.3333333333333333,1126.85,2011-01
12610,2099.54,5,4,419.908,1.25,2099.54,2011-08
12611,1193.32,1,1,1193.32,1.0,1193.32,2011-10
12612,704.0400000000001,1,1,704.0400000000001,1.0,704.0400000000001,2011-09
12613,3344.38,5,8,668.876,0.625,3344.38,2011-03
12614,315.6,1,1,315.6,1.0,315.6,2011-03
12615,2291.19,4,7,572.7975,0.5714285714285714,2291.19,2011-06
12616,713.3,2,8,356.65,0.25,713.3,2011-02
12617,352.98,1,1,352.98,1.0,352.98,2011-11
12618,177.31,1,1,177.31,1.0,177.31,2011-11
12619,3641.24,9,9,404.5822222222222,1.0,3641.24,2011-03
12620,1339.41,3,7,446.47,0.42857142857142855,1339.41,2011-05
12621,13689.67,20,13,684.4835,1.5384615384615385,13689.67,2010-12
12622,180.1,1,1,180.1,1.0,180.1,2011-04
12623,305.1,1,1,305.1,1.0,305.1,2011-03
12624,641.13,2,3,320.565,0.6666666666666666,641.1299999999999,2011-06
12625,2683.82,2,5,1341.91,0.4,2683.82,2011-01
12626,6620.48,9,11,735.6088888888888,0.8181818181818182,6620.4800000000005,2011-01
12627,4478.53,7,5,639.79,1.4,4478.53,2011-07
12628,786.46,3,3,262.15333333333336,1.0,786.46,2011-10
12630,1270.88,2,2,635.44,1.0,1270.88,2011-10
12631,640.5,1,1,640.5,1.0,640.5,2011-10
12633,2163.98,4,9,540.995,0.4444444444444444,2163.9799999999996,2011-02
12635,1689.18,2,3,844.59,0.6666666666666666,1689.1799999999998,2011-07
12637,6002.9,8,10,750.3625,0.8,6002.9,2011-01
12638,671.69,1,1,671.69,1.0,671.69,2011-11
12639,486.1,1,1,486.1,1.0,486.1,2011-04
12640,1174.58,3,3,391.52666666666664,1.0,1174.58,2011-09
12641,185.9,1,1,185.9,1.0,185.9,2011-08
12642,1013.26,3,4,337.75333333333333,0.75,1013.26,2011-08
12643,3344.64,6,8,557.4399999999999,0.75,3344.6399999999994,2011-01
12644,477.91,1,1,477.91,1.0,477.91,2011-08
12645,1775.18,4,11,443.795,0.36363636363636365,1775.1800000000003,2011-01
12646,1346.97,2,3,673.485,0.6666666666666666,1346.97,2011-10
12647,3722.82,12,12,310.235,1.0,3722.82,2010-12
12648,318.05,1,1,318.05,1.0,318.05,2011-07
12649,623.51,3,4,207.83666666666667,0.75,623.51,2011-05
12650,314.44,1,1,314.44,1.0,314.44,2011-12
12651,114.0,1,1,114.0,1.0,114.0,2011-01
12652,919.98,1,1,919.98,1.0,919.98,2011-01
12653,2209.85,2,6,1104.925,0.3333333333333333,2209.8499999999995,2011-02
12654,601.98,5,10,120.396,0.5,601.98,2011-02
12656,4051.17,5,8,810.234,0.625,4051.17,2011-04
12657,1643.18,4,3,410.795,1.3333333333333333,1643.18,2011-09
12658,686.05,1,1,686.05,1.0,686.05,2011-11
12659,91.68,1,1,91.68,1.0,91.68,2011-11
12660,245.1,1,1,245.1,1.0,245.1,2011-11
12662,3849.78,11,13,349.98,0.8461538461538461,3849.78,2010-12
12664,4881.88,9,12,542.4311111111111,0.75,4881.880000000001,2011-01
12665,63.0,1,1,63.0,1.0,63.0,2011-01
12667,620.13,1,1,620.13,1.0,620.13,2011-10
12668,3807.15,4,12,951.7875,0.3333333333333333,3807.1499999999996,2010-12
12669,2744.0299999999997,3,5,914.6766666666666,0.6,2744.0299999999997,2011-03
12670,2996.05,5,8,599.21,0.625,2996.05,2011-04
12672,225.9,1,1,225.9,1.0,225.9,2011-01
12673,610.52,2,12,305.26,0.16666666666666666,610.52,2011-01
12674,1970.6,4,7,492.65,0.5714285714285714,1970.5999999999997,2011-05
12676,1331.39,6,10,221.89833333333334,0.6,1331.39,2011-02
12678,17628.46,12,11,1469.0383333333332,1.0909090909090908,17628.459999999995,2010-12
12679,1113.02,4,8,278.255,0.5,1113.02,2011-03
12680,862.81,4,5,215.7025,0.8,862.8100000000001,2011-08
12681,13787.54,22,12,626.7063636363637,1.8333333333333333,13787.539999999999,2010-12
12682,12279.82,31,13,396.1232258064516,2.3846153846153846,12279.82,2010-12
12683,8476.57,15,13,565.1046666666666,1.1538461538461537,8476.57,2010-12
12684,2283.63,7,8,326.23285714285714,0.875,2283.63,2011-05
12685,2863.08,6,3,477.18,2.0,2863.08,2011-09
12686,89.14,1,1,89.14,1.0,89.14,2010-12
12688,4873.81,1,1,4873.81,1.0,4873.81,2011-08
12689,1247.61,2,4,623.805,0.5,1247.61,2011-08
12690,389.01,1,1,389.01,1.0,389.01,2011-05
12691,1035.8,6,12,172.63333333333333,0.5,1035.8,2010-12
12693,855.91,4,8,213.9775,0.5,855.91,2011-01
12694,869.67,2,4,434.835,0.5,869.67,2011-06
12695,582.1,4,8,145.525,0.5,582.1,2011-05
12697,957.59,3,6,319.19666666666666,0.5,957.5899999999999,2011-06
12700,4939.99,4,8,1234.9975,0.5,4939.99,2011-05
12701,797.71,2,6,398.855,0.3333333333333333,797.7099999999999,2011-04
12702,219.0,1,1,219.0,1.0,219.0,2011-11
12703,283.55,1,1,283.55,1.0,283.55,2011-09
12704,2340.84,8,7,292.605,1.1428571428571428,2340.84,2011-06
12705,6868.29,9,12,763.1433333333333,0.75,6868.289999999999,2010-12
12707,603.42,1,1,603.42,1.0,603.42,2011-02
12708,2712.91,10,12,271.291,0.8333333333333334,2712.9100000000003,2010-12
12709,9706.52,15,12,647.1013333333334,1.25,9706.52,2010-12
12710,1149.02,3,5,383.00666666666666,0.6,1149.02,2011-05
12712,4396.13,13,12,338.1638461538462,1.0833333333333333,4396.13,2010-12
12713,848.55,1,1,848.55,1.0,848.55,2011-12
12714,4708.86,5,10,941.7719999999999,0.5,4708.86,2011-02
12715,343.36,1,1,343.36,1.0,343.36,2011-08
12716,1053.49,2,6,526.745,0.3333333333333333,1053.4899999999998,2011-07
12717,1030.98,2,4,515.49,0.5,1030.98,2011-04
12718,238.25,1,1,238.25,1.0,238.25,2011-09
12719,644.95,2,3,322.475,0.6666666666666666,644.95,2011-10
12720,5781.7300000000005,25,13,231.2692,1.9230769230769231,5781.7300000000005,2010-12
12721,2656.13,6,12,442.68833333333333,0.5,2656.13,2010-12
12722,997.63,4,3,249.4075,1.3333333333333333,997.6299999999999,2011-07
12723,725.0699999999999,5,3,145.01399999999998,1.6666666666666667,725.0699999999999,2011-10
12724,1031.41,4,12,257.8525,0.3333333333333333,1031.41,2011-01
12725,427.8,1,1,427.8,1.0,427.8,2010-12
12726,2609.1,7,12,372.7285714285714,0.5833333333333334,2609.1,2010-12
12727,3980.7,7,11,568.6714285714286,0.6363636363636364,3980.7,2011-01
12728,836.33,4,9,209.0825,0.4444444444444444,836.33,2011-01
12729,453.01,1,1,453.01,1.0,453.01,2011-08
12731,18895.91,12,12,1574.6591666666666,1.0,18895.91,2010-12
12732,236.26000000000002,1,1,236.26000000000002,1.0,236.26000000000002,2011-06
12733,383.95,1,1,383.95,1.0,383.95,2011-04
12734,110.39999999999999,1,1,110.39999999999999,1.0,110.39999999999999,2010-12
12735,779.5699999999999,2,1,389.78499999999997,2.0,779.5699999999999,2011-01
12736,234.0,1,1,234.0,1.0,234.0,2011-01
12738,155.35,1,1,155.35,1.0,155.35,2010-12
12739,1013.04,2,1,506.52,2.0,1013.04,2011-09
12740,427.6,1,1,427.6,1.0,427.6,2011-10
12743,540.13,2,1,270.065,2.0,540.13,2011-07
12744,21279.29,7,10,3039.8985714285714,0.7,21279.289999999997,2011-01
12747,4196.01,11,13,381.4554545454546,0.8461538461538461,4196.01,2010-12
12748,33053.19,209,13,158.14923444976077,16.076923076923077,33053.189999999995,2010-12
12749,4090.88,5,8,818.176,0.625,4090.88,2011-05
12750,275.88,1,1,275.88,1.0,275.88,2011-08
12752,4366.78,1,1,4366.78,1.0,4366.78,2011-09
12753,21429.39,6,12,3571.565,0.5,21429.39,2010-12
12754,3010.74,3,3,1003.5799999999999,1.0,3010.74,2011-02
12755,3811.95,2,4,1905.975,0.5,3811.95,2010-12
12756,112.07999999999998,1,1,112.07999999999998,1.0,112.07999999999998,2011-09
12757,7834.650000000001,13,7,602.6653846153847,1.8571428571428572,7834.6500000000015,2011-05
12758,2791.59,2,6,1395.795,0.3333333333333333,2791.59,2011-03
12759,1531.44,3,8,510.48,0.375,1531.44,2011-03
12762,1898.52,2,2,949.26,1.0,1898.52,2011-11
12763,494.08,2,8,247.04,0.25,494.08,2010-12
12764,1693.88,1,1,1693.88,1.0,1693.88,2011-01
12766,6989.63,7,13,998.5185714285715,0.5384615384615384,6989.63,2010-12
12769,1143.6,1,1,1143.6,1.0,1143.6,2011-04
12770,1351.4499999999998,1,1,1351.4499999999998,1.0,1351.4499999999998,2011-05
12772,892.47,1,1,892.47,1.0,892.47,2011-10
12775,1386.04,5,10,277.20799999999997,0.5,1386.04,2011-02
12778,822.23,6,11,137.03833333333333,0.5454545454545454,822.2299999999999,2011-01
12779,3981.36,8,12,497.67,0.6666666666666666,3981.3599999999997,2010-12
12781,826.74,2,9,413.37,0.2222222222222222,826.74,2011-02
12782,2330.92,5,13,466.184,0.38461538461538464,2330.92,2010-12
12783,2225.91,6,4,370.98499999999996,1.5,2225.91,2011-09
12784,532.82,2,1,266.41,2.0,532.82,2011-11
12785,311.95,1,1,311.95,1.0,311.95,2010-12
12787,463.66,3,7,154.55333333333334,0.42857142857142855,463.65999999999997,2011-05
12789,91.85,1,1,91.85,1.0,91.85,2011-10
12790,324.92,1,1,324.92,1.0,324.92,2011-05
12791,192.60000000000002,1,1,192.60000000000002,1.0,192.60000000000002,2010-12
12792,400.53999999999996,1,1,400.53999999999996,1.0,400.53999999999996,2011-03
12793,545.48,2,2,272.74,1.0,545.48,2010-12
12794,860.41,2,2,430.205,1.0,860.41,2011-09
12795,430.48,1,1,430.48,1.0,430.48,2011-11
12797,254.03,1,1,254.03,1.0,254.03,2010-12
12798,6977.04,3,6,2325.68,0.5,6977.039999999999,2011-06
12802,427.58,1,1,427.58,1.0,427.58,2011-06
12808,483.65,3,12,161.21666666666667,0.25,483.65,2010-12
12809,489.31,1,1,489.31,1.0,489.31,2011-06
12811,514.85,3,2,171.61666666666667,1.5,514.85,2011-02
12812,229.64000000000001,1,1,229.64000000000001,1.0,229.64000000000001,2011-10
12814,125.92,1,1,125.92,1.0,125.92,2011-08
12815,1063.46,2,3,531.73,0.6666666666666666,1063.46,2011-05
12816,572.2,2,4,286.1,0.5,572.2,2011-06
12817,166.04,1,1,166.04,1.0,166.04,2011-03
12818,1542.08,1,1,1542.08,1.0,1542.08,2011-03
12820,942.34,4,12,235.585,0.3333333333333333,942.34,2011-01
12821,92.72,1,1,92.72,1.0,92.72,2011-05
12822,948.88,2,1,474.44,2.0,948.88,2011-09
12823,1759.5,5,8,351.9,0.625,1759.5,2011-02
12824,397.12,1,1,397.12,1.0,397.12,2011-10
12826,1474.72,7,13,210.67428571428573,0.5384615384615384,1474.72,2010-12
12827,430.15000000000003,3,3,143.38333333333335,1.0,430.1500000000001,2011-10
12828,1018.71,6,5,169.785,1.2,1018.7099999999999,2011-08
12829,293.0,2,2,146.5,1.0,293.0,2010-12
12830,6814.64,6,6,1135.7733333333333,1.0,6814.639999999999,2011-06
12831,215.05,1,1,215.05,1.0,215.05,2011-03
12832,383.03,2,3,191.515,0.6666666666666666,383.03,2011-09
12833,417.38,1,1,417.38,1.0,417.38,2011-07
12834,312.38,1,1,312.38,1.0,312.38,2011-03
12836,2610.36,4,9,652.59,0.4444444444444444,2610.36,2011-02
12837,134.1,1,1,134.1,1.0,134.1,2011-06
12838,671.95,2,12,335.975,0.16666666666666666,671.95,2010-12
12839,5591.42,14,13,399.38714285714286,1.0769230769230769,5591.42,2010-12
12840,2726.77,4,4,681.6925,1.0,2726.77,2011-04
12841,3991.58,25,13,159.6632,1.9230769230769231,3991.58,2010-12
12842,1118.99,2,8,559.495,0.25,1118.99,2011-02
12843,1702.26,8,8,212.7825,1.0,1702.26,2011-03
12844,325.96000000000004,2,4,162.98000000000002,0.5,325.96000000000004,2011-08
12845,354.09,4,2,88.5225,2.0,354.09,2011-02
12847,843.64,1,1,843.64,1.0,843.64,2011-11
12849,1010.29,2,9,505.145,0.2222222222222222,1010.2899999999998,2011-03
12851,131.81,1,1,131.81,1.0,131.81,2011-09
12852,311.55,1,1,311.55,1.0,311.55,2011-02
12853,1957.1000000000001,6,7,326.18333333333334,0.8571428571428571,1957.1,2011-01
12854,1316.25,3,9,438.75,0.3333333333333333,1316.25,2011-01
12855,38.1,1,1,38.1,1.0,38.1,2010-12
12856,2170.78,6,3,361.7966666666667,2.0,2170.78,2011-10
12857,1106.4,2,4,553.2,0.5,1106.4,2011-02
12863,521.2,1,1,521.2,1.0,521.2,2011-10
12864,147.12,1,1,147.12,1.0,147.12,2011-07
12865,1568.23,2,4,784.115,0.5,1568.23,2011-08
12866,559.12,1,1,559.12,1.0,559.12,2011-03
12867,4009.34,7,12,572.7628571428571,0.5833333333333334,4009.34,2010-12
12868,1607.0600000000002,6,7,267.84333333333336,0.8571428571428571,1607.0600000000002,2010-12
12871,380.64,2,5,190.32,0.4,380.64,2011-05
12872,599.97,2,2,299.985,1.0,599.97,2010-12
12873,374.0,1,1,374.0,1.0,374.0,2011-03
12875,343.2300000000001,2,8,171.61500000000004,0.25,343.2300000000001,2010-12
12876,2218.02,2,6,1109.01,0.3333333333333333,2218.0199999999995,2011-05
12877,1535.77,12,13,127.98083333333334,0.9230769230769231,1535.7700000000002,2010-12
12878,854.99,2,2,427.495,1.0,854.99,2011-03
