CustomerID,Recency,Frequency,Monetary,RFM_score,Segment,Cluster_Name
12399.0,118,4,1108.65,233,Loyal Customers,General Customers
12401.0,302,1,84.3,111,Lost Customers,General Customers
12402.0,322,1,225.6,111,Lost Customers,General Customers
12403.0,48,1,427.7,312,Lost Customers,General Customers
12405.0,147,1,1710.39,114,Lost Customers,General Customers
12406.0,21,2,3415.3,324,Potential Loyalists,General Customers
12407.0,48,5,1708.1200000000001,334,Champions,General Customers
12408.0,31,5,2888.55,334,Champions,General Customers
12409.0,77,3,11072.67,234,Loyal Customers,Champions
12410.0,307,2,693.3299999999999,123,At Risk,General Customers
12412.0,73,3,1226.88,233,Loyal Customers,General Customers
12413.0,65,3,758.1,233,Loyal Customers,General Customers
12414.0,216,3,562.41,132,At Risk,General Customers
12415.0,23,21,124914.53,344,Champions,Champions
12417.0,2,9,3649.1,444,Champions,General Customers
12418.0,111,1,668.58,213,Lost Customers,General Customers
12420.0,62,1,600.39,212,Lost Customers,General Customers
12421.0,14,4,807.04,433,Champions,General Customers
12422.0,94,3,803.5600000000001,233,Loyal Customers,General Customers
12423.0,-1,8,1859.31,444,Champions,General Customers
12424.0,161,2,1760.96,124,At Risk,General Customers
12425.0,77,1,777.2,213,Lost Customers,General Customers
12426.0,193,1,582.73,112,Lost Customers,General Customers
12427.0,20,3,825.8,333,Champions,General Customers
12428.0,24,9,7956.46,344,Champions,Champions
12429.0,8,4,3750.4,434,Champions,General Customers
12430.0,42,1,256.4,311,Lost Customers,General Customers
12431.0,34,15,6419.95,344,Champions,Champions
12432.0,41,5,5059.32,334,Champions,General Customers
12433.0,-1,7,13375.87,444,Champions,Champions
12434.0,83,2,806.14,223,Lost Customers,General Customers
12435.0,78,2,7829.89,224,Lost Customers,General Customers
12436.0,98,1,509.01,212,Lost Customers,General Customers
12437.0,0,18,4951.41,444,Champions,Champions
12438.0,13,2,2906.85,424,Potential Loyalists,General Customers
12441.0,365,1,173.55,111,Lost Customers,General Customers
12442.0,2,1,172.06,411,Lost Customers,General Customers
12444.0,20,5,5005.46,334,Champions,General Customers
12445.0,21,1,133.4,311,Lost Customers,General Customers
12446.0,56,1,1002.3100000000001,213,Lost Customers,General Customers
12447.0,242,1,476.49,112,Lost Customers,General Customers
12448.0,43,1,449.45,312,Lost Customers,General Customers
12449.0,21,4,4067.29,334,Champions,General Customers
12450.0,155,2,197.88,121,At Risk,General Customers
12451.0,9,5,9035.52,434,Champions,Champions
12452.0,15,2,430.57,422,Potential Loyalists,General Customers
12453.0,133,1,707.09,213,Lost Customers,General Customers
12454.0,55,1,3528.34,214,Lost Customers,General Customers
12455.0,72,6,2466.86,244,Loyal Customers,General Customers
12456.0,43,3,3181.04,334,Champions,General Customers
12457.0,65,7,2363.23,244,Loyal Customers,General Customers
12458.0,70,2,947.4,223,Lost Customers,General Customers
12461.0,93,2,826.88,223,Lost Customers,General Customers
12462.0,17,2,1189.59,323,Potential Loyalists,General Customers
12463.0,52,4,1344.78,233,Loyal Customers,General Customers
12464.0,9,8,1212.05,443,Champions,General Customers
12465.0,16,2,742.1899999999999,423,Potential Loyalists,General Customers
12468.0,186,2,729.5400000000001,123,At Risk,General Customers
12471.0,1,30,19788.65,444,Champions,Champions
12472.0,31,7,6572.11,344,Champions,General Customers
12473.0,28,5,3928.0499999999997,334,Champions,General Customers
12474.0,16,18,7324.09,444,Champions,Champions
12475.0,52,1,723.38,213,Lost Customers,General Customers
12476.0,14,11,6816.42,444,Champions,Champions
12477.0,21,6,13219.74,344,Champions,Champions
12478.0,2,1,680.99,413,Lost Customers,General Customers
12479.0,10,1,527.2,412,Lost Customers,General Customers
12480.0,27,4,3281.63,334,Champions,General Customers
12481.0,21,10,5579.82,344,Champions,Champions
12483.0,16,8,2484.98,444,Champions,General Customers
12484.0,31,6,4527.32,344,Champions,General Customers
12488.0,8,3,1298.66,433,Champions,General Customers
12489.0,335,1,334.93,112,Lost Customers,General Customers
12490.0,4,10,5417.93,444,Champions,Champions
12491.0,37,1,460.40000000000003,312,Lost Customers,General Customers
12492.0,62,2,263.21000000000004,221,Lost Customers,General Customers
12493.0,164,2,433.74,122,At Risk,General Customers
12494.0,14,7,1246.1000000000001,443,Champions,General Customers
12497.0,80,1,1043.1,213,Lost Customers,General Customers
12498.0,20,3,403.70000000000005,332,Potential Loyalists,General Customers
12500.0,22,11,4257.82,344,Champions,General Customers
12501.0,335,1,2169.39,114,Lost Customers,General Customers
12502.0,94,5,3723.87,234,Loyal Customers,General Customers
12504.0,17,2,482.04999999999995,322,Potential Loyalists,General Customers
12506.0,231,1,73.5,111,Lost Customers,General Customers
12507.0,133,3,1304.81,233,Loyal Customers,General Customers
12508.0,25,2,397.88,322,Potential Loyalists,General Customers
12509.0,283,1,176.5,111,Lost Customers,General Customers
12510.0,141,2,982.5699999999999,123,At Risk,General Customers
12512.0,65,2,132.18,221,Lost Customers,General Customers
12513.0,111,1,612.29,212,Lost Customers,General Customers
12514.0,266,1,1017.68,113,Lost Customers,General Customers
12515.0,352,1,383.7,112,Lost Customers,General Customers
12516.0,76,2,1312.06,223,Lost Customers,General Customers
12517.0,27,5,2481.6,334,Champions,General Customers
12518.0,-1,5,2056.89,434,Champions,General Customers
12519.0,62,1,330.84,212,Lost Customers,General Customers
12520.0,78,5,2634.26,234,Loyal Customers,General Customers
12521.0,141,1,599.68,112,Lost Customers,General Customers
12522.0,38,2,192.72,321,Potential Loyalists,General Customers
12523.0,18,11,1789.77,344,Champions,General Customers
12524.0,8,8,4485.72,444,Champions,General Customers
12526.0,-1,3,1316.66,433,Champions,General Customers
12527.0,80,3,348.71000000000004,232,Lost Customers,General Customers
12528.0,8,6,1933.48,444,Champions,General Customers
12530.0,58,4,1662.28,234,Loyal Customers,General Customers
12531.0,13,1,125.22,411,Lost Customers,General Customers
12532.0,29,1,349.83000000000004,312,Lost Customers,General Customers
12534.0,129,1,1089.18,213,Lost Customers,General Customers
12535.0,90,2,716.35,223,Lost Customers,General Customers
12536.0,42,3,12601.830000000002,334,Champions,Champions
12538.0,28,1,363.95,312,Lost Customers,General Customers
12539.0,21,4,5568.35,334,Champions,General Customers
12540.0,18,17,13400.24,344,Champions,Champions
12541.0,28,3,981.18,333,Champions,General Customers
12544.0,35,1,372.7,312,Lost Customers,General Customers
12545.0,74,2,1000.39,223,Lost Customers,General Customers
12546.0,45,2,1161.5,323,Potential Loyalists,General Customers
12547.0,196,2,207.79999999999998,121,At Risk,General Customers
12548.0,165,1,95.19999999999999,111,Lost Customers,General Customers
12550.0,78,1,964.83,213,Lost Customers,General Customers
12551.0,356,1,168.0,111,Lost Customers,General Customers
12552.0,37,2,437.82,322,Potential Loyalists,General Customers
12553.0,7,10,3692.28,444,Champions,General Customers
12556.0,49,2,599.56,322,Potential Loyalists,General Customers
12557.0,15,5,11990.960000000001,434,Champions,Champions
12558.0,6,1,269.96,411,Lost Customers,General Customers
12559.0,309,2,561.71,122,At Risk,General Customers
12560.0,4,3,2134.01,434,Champions,General Customers
12561.0,301,1,238.85,111,Lost Customers,General Customers
12562.0,7,7,3781.7400000000002,444,Champions,General Customers
12564.0,260,1,456.9,112,Lost Customers,General Customers
12565.0,287,1,145.92,111,Lost Customers,General Customers
12566.0,85,1,351.65,212,Lost Customers,General Customers
12567.0,21,10,9401.28,344,Champions,Champions
12569.0,1,32,4124.69,444,Champions,Champions
12571.0,38,2,519.61,322,Potential Loyalists,General Customers
12572.0,7,2,1020.42,423,Potential Loyalists,General Customers
12573.0,226,1,160.54000000000002,111,Lost Customers,General Customers
12574.0,314,1,218.45,111,Lost Customers,General Customers
12576.0,34,5,1315.83,333,Champions,General Customers
12577.0,34,3,626.6,332,Potential Loyalists,General Customers
12578.0,20,2,2794.51,324,Potential Loyalists,General Customers
12579.0,77,1,440.42,212,Lost Customers,General Customers
12580.0,245,1,415.7,112,Lost Customers,General Customers
12581.0,38,1,197.71,311,Lost Customers,General Customers
12582.0,237,2,511.36,122,At Risk,General Customers
12583.0,1,15,7281.38,444,Champions,Champions
12584.0,2,9,2338.15,444,Champions,General Customers
12585.0,233,2,2040.1,124,At Risk,General Customers
12586.0,16,1,196.94000000000003,411,Lost Customers,General Customers
12587.0,6,1,144.0,411,Lost Customers,General Customers
12588.0,38,1,214.89999999999998,311,Lost Customers,General Customers
12589.0,27,2,646.68,322,Potential Loyalists,General Customers
12590.0,210,2,9864.26,124,At Risk,General Customers
12591.0,316,1,452.84999999999997,112,Lost Customers,General Customers
12592.0,91,2,437.6,222,Lost Customers,General Customers
12593.0,107,3,418.09999999999997,232,Lost Customers,General Customers
12594.0,36,10,3338.2200000000003,344,Champions,General Customers
12596.0,50,2,618.27,222,Lost Customers,General Customers
12597.0,18,4,3811.22,334,Champions,General Customers
12598.0,8,8,3023.08,444,Champions,General Customers
12599.0,28,7,1032.58,343,Champions,General Customers
12600.0,27,10,2599.04,344,Champions,General Customers
12601.0,188,5,577.0600000000001,132,At Risk,General Customers
12602.0,57,1,153.12,211,Lost Customers,General Customers
12603.0,20,1,739.1999999999999,313,Lost Customers,General Customers
12604.0,78,2,254.18,221,Lost Customers,General Customers
12607.0,59,1,1579.51,213,Lost Customers,General Customers
12609.0,77,3,1126.85,233,Loyal Customers,General Customers
12610.0,21,5,2099.54,334,Champions,General Customers
12611.0,51,1,1193.32,213,Lost Customers,General Customers
12612.0,73,1,704.0400000000001,213,Lost Customers,General Customers
12613.0,56,5,3344.38,234,Loyal Customers,General Customers
12614.0,276,1,315.6,112,Lost Customers,General Customers
12615.0,1,4,2291.19,434,Champions,General Customers
12616.0,94,2,713.3,223,Lost Customers,General Customers
12617.0,28,1,352.98,312,Lost Customers,General Customers
12618.0,20,1,177.31,311,Lost Customers,General Customers
12619.0,15,9,3641.24,444,Champions,General Customers
12620.0,13,3,1339.41,433,Champions,General Customers
12621.0,0,20,13689.67,444,Champions,Champions
12622.0,231,1,180.1,111,Lost Customers,General Customers
12623.0,275,1,305.1,111,Lost Customers,General Customers
12624.0,105,2,641.13,222,Lost Customers,General Customers
12625.0,210,2,2683.82,124,At Risk,General Customers
12626.0,22,9,6620.48,344,Champions,Champions
12627.0,9,7,4478.53,444,Champions,General Customers
12628.0,3,3,786.46,433,Champions,General Customers
12630.0,8,2,1270.88,423,Potential Loyalists,General Customers
12631.0,56,1,640.5,212,Lost Customers,General Customers
12633.0,57,4,2163.98,234,Loyal Customers,General Customers
12635.0,88,2,1689.18,224,Lost Customers,General Customers
12637.0,66,8,6002.9,244,Loyal Customers,General Customers
12638.0,32,1,671.69,313,Lost Customers,General Customers
12639.0,237,1,486.1,112,Lost Customers,General Customers
12640.0,22,3,1174.58,333,Champions,General Customers
12641.0,114,1,185.9,211,Lost Customers,General Customers
12642.0,24,3,1013.26,333,Champions,General Customers
12643.0,127,6,3344.64,244,Loyal Customers,General Customers
12644.0,128,1,477.91,212,Lost Customers,General Customers
12645.0,32,4,1775.18,334,Champions,General Customers
12646.0,3,2,1346.97,423,Potential Loyalists,General Customers
12647.0,21,12,3722.82,344,Champions,General Customers
12648.0,153,1,318.05,112,Lost Customers,General Customers
12649.0,106,3,623.51,232,Lost Customers,General Customers
12650.0,2,1,314.44,412,Lost Customers,General Customers
12651.0,333,1,114.0,111,Lost Customers,General Customers
12652.0,330,1,919.98,113,Lost Customers,General Customers
12653.0,147,2,2209.85,124,At Risk,General Customers
12654.0,9,5,601.98,432,Potential Loyalists,General Customers
12656.0,16,5,4051.17,434,Champions,General Customers
12657.0,10,4,1643.18,433,Champions,General Customers
12658.0,17,1,686.05,313,Lost Customers,General Customers
12659.0,28,1,91.68,311,Lost Customers,General Customers
12660.0,10,1,245.1,411,Lost Customers,General Customers
12662.0,-1,11,3849.78,444,Champions,General Customers
12664.0,7,9,4881.88,444,Champions,General Customers
12665.0,323,1,63.0,111,Lost Customers,General Customers
12667.0,57,1,620.13,212,Lost Customers,General Customers
12668.0,10,4,3807.15,434,Champions,General Customers
12669.0,149,3,2744.0299999999997,134,At Risk,General Customers
12670.0,9,5,2996.05,434,Champions,General Customers
12672.0,328,1,225.89999999999998,111,Lost Customers,General Customers
12673.0,4,2,610.52,422,Potential Loyalists,General Customers
12674.0,37,4,1970.6,334,Champions,General Customers
12676.0,23,6,1331.39,343,Champions,General Customers
12678.0,41,12,17628.46,344,Champions,Champions
12679.0,57,4,1113.02,233,Loyal Customers,General Customers
12680.0,-1,4,862.81,433,Champions,General Customers
12681.0,13,22,13787.54,444,Champions,Champions
12682.0,2,31,12279.82,444,Champions,Champions
12683.0,3,15,8476.57,444,Champions,Champions
12684.0,6,7,2283.63,444,Champions,General Customers
12685.0,27,6,2863.08,344,Champions,General Customers
12686.0,370,1,89.14,111,Lost Customers,General Customers
12688.0,112,1,4873.8099999999995,214,Lost Customers,General Customers
12689.0,24,2,1247.61,323,Potential Loyalists,General Customers
12690.0,204,1,389.01,112,Lost Customers,General Customers
12691.0,27,6,1035.8,343,Champions,General Customers
12693.0,126,4,855.91,233,Loyal Customers,General Customers
12694.0,69,2,869.67,223,Lost Customers,General Customers
12695.0,6,4,582.1,432,Potential Loyalists,General Customers
12697.0,27,3,957.59,333,Champions,General Customers
12700.0,6,4,4939.99,434,Champions,General Customers
12701.0,78,2,797.71,223,Lost Customers,General Customers
12702.0,18,1,219.0,311,Lost Customers,General Customers
12703.0,70,1,283.55,211,Lost Customers,General Customers
12704.0,6,8,2340.84,444,Champions,General Customers
12705.0,14,9,6868.29,444,Champions,Champions
12707.0,290,1,603.42,112,Lost Customers,General Customers
12708.0,28,10,2712.91,344,Champions,General Customers
12709.0,14,15,9706.52,444,Champions,Champions
12710.0,95,3,1149.02,233,Loyal Customers,General Customers
12712.0,27,13,4396.13,344,Champions,Champions
12713.0,-1,1,848.55,413,Lost Customers,General Customers
12714.0,8,5,4708.86,434,Champions,General Customers
12715.0,105,1,343.36,212,Lost Customers,General Customers
12716.0,2,2,1053.49,423,Potential Loyalists,General Customers
12717.0,150,2,1030.98,123,At Risk,General Customers
12718.0,70,1,238.25,211,Lost Customers,General Customers
12719.0,4,2,644.95,422,Potential Loyalists,General Customers
12720.0,1,25,5781.73,444,Champions,Champions
12721.0,30,6,2656.13,344,Champions,General Customers
12722.0,84,4,997.63,233,Loyal Customers,General Customers
12723.0,2,5,725.07,433,Champions,General Customers
12724.0,4,4,1031.41,433,Champions,General Customers
12725.0,370,1,427.8,112,Lost Customers,General Customers
12726.0,27,7,2609.1,344,Champions,General Customers
12727.0,9,7,3980.7,444,Champions,General Customers
12728.0,70,4,836.33,233,Loyal Customers,General Customers
12729.0,112,1,453.01,212,Lost Customers,General Customers
12731.0,22,12,18895.91,344,Champions,Champions
12732.0,178,1,236.26000000000002,111,Lost Customers,General Customers
12733.0,233,1,383.95,112,Lost Customers,General Customers
12734.0,351,1,110.39999999999999,111,Lost Customers,General Customers
12735.0,314,2,779.5699999999999,123,At Risk,General Customers
12736.0,331,1,234.0,111,Lost Customers,General Customers
12738.0,371,1,155.35,111,Lost Customers,General Customers
12739.0,77,2,1013.04,223,Lost Customers,General Customers
12740.0,62,1,427.6,212,Lost Customers,General Customers
12743.0,133,2,540.13,222,Lost Customers,General Customers
12744.0,50,7,21279.29,244,Loyal Customers,Champions
12747.0,1,11,4196.01,444,Champions,General Customers
12748.0,-1,209,33053.19,444,Champions,Champions
12749.0,2,5,4090.88,434,Champions,General Customers
12750.0,127,1,275.88,211,Lost Customers,General Customers
12752.0,80,1,4366.78,214,Lost Customers,General Customers
12753.0,21,6,21429.39,344,Champions,Champions
12754.0,234,3,3010.74,134,At Risk,General Customers
12755.0,279,2,3811.95,124,At Risk,General Customers
12756.0,85,1,112.07999999999998,211,Lost Customers,General Customers
12757.0,14,13,7834.650000000001,444,Champions,Champions
12758.0,115,2,2791.59,224,Lost Customers,General Customers
12759.0,51,3,1531.44,233,Loyal Customers,General Customers
12762.0,6,2,1898.52,424,Potential Loyalists,General Customers
12763.0,137,2,494.08,222,Lost Customers,General Customers
12764.0,315,1,1693.88,114,Lost Customers,General Customers
12766.0,2,7,6989.63,444,Champions,Champions
12769.0,237,1,1143.6,113,Lost Customers,General Customers
12770.0,209,1,1351.45,113,Lost Customers,General Customers
12772.0,58,1,892.47,213,Lost Customers,General Customers
12775.0,16,5,1386.04,433,Champions,General Customers
12778.0,18,6,822.23,343,Champions,General Customers
12779.0,36,8,3981.36,344,Champions,General Customers
12781.0,62,2,826.74,223,Lost Customers,General Customers
12782.0,3,5,2330.92,434,Champions,General Customers
12783.0,1,6,2225.91,444,Champions,General Customers
12784.0,8,2,532.8199999999999,422,Potential Loyalists,General Customers
12785.0,363,1,311.95,112,Lost Customers,General Customers
12787.0,8,3,463.66,432,Potential Loyalists,General Customers
12789.0,64,1,91.85,211,Lost Customers,General Customers
12790.0,191,1,324.92,112,Lost Customers,General Customers
12791.0,372,1,192.60000000000002,111,Lost Customers,General Customers
12792.0,255,1,400.53999999999996,112,Lost Customers,General Customers
12793.0,333,2,545.48,122,At Risk,General Customers
12794.0,52,2,860.41,223,Lost Customers,General Customers
12795.0,17,1,430.48,312,Lost Customers,General Customers
12797.0,364,1,254.03,111,Lost Customers,General Customers
12798.0,9,3,6977.04,434,Champions,General Customers
12802.0,185,1,427.58,112,Lost Customers,General Customers
12808.0,35,3,483.65000000000003,332,Potential Loyalists,General Customers
12809.0,176,1,489.31,112,Lost Customers,General Customers
12811.0,259,3,514.85,132,At Risk,General Customers
12812.0,43,1,229.64000000000001,311,Lost Customers,General Customers
12814.0,100,1,125.92,211,Lost Customers,General Customers
12815.0,146,2,1063.46,123,At Risk,General Customers
12816.0,94,2,572.2,222,Lost Customers,General Customers
12817.0,280,1,166.04,111,Lost Customers,General Customers
12818.0,260,1,1542.08,113,Lost Customers,General Customers
12820.0,2,4,942.34,433,Champions,General Customers
12821.0,213,1,92.72,111,Lost Customers,General Customers
12822.0,69,2,948.88,223,Lost Customers,General Customers
12823.0,73,5,1759.5,234,Loyal Customers,General Customers
12824.0,58,1,397.12,212,Lost Customers,General Customers
12826.0,1,7,1474.72,443,Champions,General Customers
12827.0,4,3,430.15000000000003,432,Potential Loyalists,General Customers
12828.0,1,6,1018.71,443,Champions,General Customers
12829.0,335,2,293.0,121,At Risk,General Customers
12830.0,36,6,6814.64,344,Champions,General Customers
12831.0,261,1,215.05,111,Lost Customers,General Customers
12832.0,31,2,383.03,322,Potential Loyalists,General Customers
12833.0,144,1,417.38,112,Lost Customers,General Customers
12834.0,281,1,312.38,112,Lost Customers,General Customers
12836.0,58,4,2610.36,234,Loyal Customers,General Customers
12837.0,172,1,134.1,111,Lost Customers,General Customers
12838.0,32,2,671.95,323,Potential Loyalists,General Customers
12839.0,1,14,5591.42,444,Champions,Champions
12840.0,142,4,2726.77,134,At Risk,General Customers
12841.0,3,25,3991.58,444,Champions,Champions
12842.0,69,2,1118.99,223,Lost Customers,General Customers
12843.0,64,8,1702.26,244,Loyal Customers,General Customers
12844.0,28,2,325.96000000000004,322,Potential Loyalists,General Customers
12845.0,266,4,354.09,132,At Risk,General Customers
12847.0,21,1,843.64,313,Lost Customers,General Customers
12849.0,30,2,1010.29,323,Potential Loyalists,General Customers
12851.0,95,1,131.81,211,Lost Customers,General Customers
12852.0,293,1,311.55,112,Lost Customers,General Customers
12853.0,133,6,1957.1000000000001,244,Loyal Customers,General Customers
12854.0,77,3,1316.25,233,Loyal Customers,General Customers
12855.0,371,1,38.1,111,Lost Customers,General Customers
12856.0,6,6,2170.78,444,Champions,General Customers
12857.0,209,2,1106.4,123,At Risk,General Customers
12863.0,51,1,521.2,212,Lost Customers,General Customers
12864.0,137,1,147.12,211,Lost Customers,General Customers
12865.0,25,2,1568.23,323,Potential Loyalists,General Customers
12866.0,282,1,559.12,112,Lost Customers,General Customers
12867.0,25,7,4009.34,344,Champions,General Customers
12868.0,184,6,1607.0600000000002,143,At Risk,General Customers
12871.0,83,2,380.64,222,Lost Customers,General Customers
12872.0,325,2,599.97,122,At Risk,General Customers
12873.0,281,1,374.0,112,Lost Customers,General Customers
12875.0,142,2,343.2300000000001,122,At Risk,General Customers
12876.0,56,2,2218.02,224,Lost Customers,General Customers
12877.0,2,12,1535.77,443,Champions,General Customers
12878.0,235,2,854.99,123,At Risk,General Customers
12879.0,43,3,573.22,332,Potential Loyalists,General Customers
12881.0,274,1,298.0,111,Lost Customers,General Customers
12882.0,8,2,1463.04,423,Potential Loyalists,General Customers
12883.0,23,4,703.47,333,Champions,General Customers
12884.0,87,1,309.05,212,Lost Customers,General Customers
12885.0,62,3,1175.22,233,Loyal Customers,General Customers
12886.0,66,2,1378.4,223,Lost Customers,General Customers
12888.0,213,2,354.12,122,At Risk,General Customers
12890.0,23,1,376.71999999999997,312,Lost Customers,General Customers
12891.0,184,3,331.0,132,At Risk,General Customers
12893.0,29,1,176.55,311,Lost Customers,General Customers
12895.0,41,2,372.8,322,Potential Loyalists,General Customers
12897.0,203,2,216.5,121,At Risk,General Customers
12901.0,7,28,17654.54,444,Champions,Champions
12902.0,263,1,138.68,111,Lost Customers,General Customers
12904.0,17,2,496.06,322,Potential Loyalists,General Customers
12906.0,10,5,2919.81,434,Champions,General Customers
12908.0,175,2,750.0,123,At Risk,General Customers
12909.0,38,5,2178.67,334,Champions,General Customers
12910.0,22,8,3075.04,344,Champions,General Customers
12912.0,1,5,1662.3,434,Champions,General Customers
12913.0,3,5,2483.63,444,Champions,General Customers
12915.0,147,2,363.65,122,At Risk,General Customers
12916.0,137,4,2944.95,234,Loyal Customers,General Customers
12917.0,127,1,594.0,212,Lost Customers,General Customers
12919.0,7,6,1335.19,443,Champions,General Customers
12920.0,16,1,162.78,411,Lost Customers,General Customers
12921.0,8,37,16587.09,444,Champions,Champions
12922.0,160,1,405.38,112,Lost Customers,General Customers
12923.0,63,1,172.82,211,Lost Customers,General Customers
12924.0,87,4,933.7,233,Loyal Customers,General Customers
12925.0,3,2,694.05,423,Potential Loyalists,General Customers
12928.0,34,5,2062.7000000000003,344,Champions,General Customers
12929.0,310,1,117.85,111,Lost Customers,General Customers
12930.0,77,2,415.8,222,Lost Customers,General Customers
12931.0,20,15,42055.96,344,Champions,Champions
12933.0,23,3,607.53,332,Potential Loyalists,General Customers
12935.0,1,7,2160.7,444,Champions,General Customers
12936.0,16,4,1063.9,433,Champions,General Customers
12937.0,14,4,1504.27,433,Champions,General Customers
12938.0,24,1,114.14,311,Lost Customers,General Customers
12939.0,63,8,11581.8,244,Loyal Customers,Champions
12940.0,53,2,899.69,223,Lost Customers,General Customers
12942.0,130,3,675.6,233,Loyal Customers,General Customers
12944.0,34,2,604.51,322,Potential Loyalists,General Customers
12945.0,287,1,462.95,112,Lost Customers,General Customers
12947.0,142,6,1603.99,143,At Risk,General Customers
12948.0,15,7,2064.95,444,Champions,General Customers
12949.0,29,8,4167.22,344,Champions,General Customers
12950.0,1,3,1843.0,434,Champions,General Customers
12951.0,7,6,1064.07,443,Champions,General Customers
12952.0,4,4,1387.79,433,Champions,General Customers
12953.0,8,1,329.85,412,Lost Customers,General Customers
12955.0,0,11,4757.16,444,Champions,Champions
12956.0,305,1,108.07,111,Lost Customers,General Customers
12957.0,8,8,4017.54,444,Champions,General Customers
12962.0,6,2,266.39,421,Potential Loyalists,General Customers
12963.0,7,8,1856.63,444,Champions,General Customers
12965.0,88,1,769.8100000000001,213,Lost Customers,General Customers
12966.0,8,1,160.18,411,Lost Customers,General Customers
12967.0,357,2,1660.9,124,At Risk,General Customers
12968.0,111,1,135.95,211,Lost Customers,General Customers
12970.0,6,4,405.47,432,Potential Loyalists,General Customers
12971.0,2,86,11189.91,444,Champions,Champions
12974.0,196,1,144.8,111,Lost Customers,General Customers
12976.0,210,1,738.6,113,Lost Customers,General Customers
12977.0,155,1,39.239999999999995,111,Lost Customers,General Customers
12980.0,156,9,7374.900000000001,144,At Risk,Champions
12981.0,28,2,372.21999999999997,322,Potential Loyalists,General Customers
12982.0,241,1,390.54,112,Lost Customers,General Customers
12984.0,17,1,97.5,311,Lost Customers,General Customers
12985.0,-1,2,1239.38,423,Potential Loyalists,General Customers
12987.0,72,2,558.7,222,Lost Customers,General Customers
12988.0,291,1,505.82,112,Lost Customers,General Customers
12989.0,2,15,6924.110000000001,444,Champions,Champions
12990.0,30,3,409.5,332,Potential Loyalists,General Customers
12991.0,22,2,503.76,322,Potential Loyalists,General Customers
12993.0,22,4,414.76,332,Potential Loyalists,General Customers
12994.0,3,3,974.4200000000001,433,Champions,General Customers
12995.0,84,1,211.32,211,Lost Customers,General Customers
12997.0,21,4,1226.89,333,Champions,General Customers
12999.0,195,3,455.88,132,At Risk,General Customers
13000.0,105,3,534.85,232,Lost Customers,General Customers
13001.0,3,13,9785.970000000001,444,Champions,Champions
13002.0,317,1,120.94999999999999,111,Lost Customers,General Customers
13003.0,104,3,149.05,231,Lost Customers,General Customers
13004.0,10,18,5655.91,444,Champions,Champions
13005.0,172,2,513.7,122,At Risk,General Customers
13006.0,55,1,81.57,211,Lost Customers,General Customers
13008.0,322,1,229.46999999999997,111,Lost Customers,General Customers
13011.0,371,1,50.550000000000004,111,Lost Customers,General Customers
13012.0,8,8,1646.8400000000001,443,Champions,General Customers
13013.0,0,13,4810.9400000000005,444,Champions,Champions
13014.0,9,10,3466.2799999999997,444,Champions,General Customers
13015.0,52,5,3339.64,244,Loyal Customers,General Customers
13016.0,72,3,789.89,233,Loyal Customers,General Customers
